NO,PEKERJAAN,KETERANGAN_PEKERJAAN,TANGGAL_LAHIR,STATUS_PERNIKAHAN,KETERANGAN_STATUS_PERNIKAHAN,KELURAHAN,KECAMATAN,KOTA,PROVINSI,PRODUK,SUB_PRODUK,KETERANGAN_SUB_PRODUK,TANGGAL_INPUT,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS,KETERANGAN
520,37,Pegawai pemerintahan/lembaga negara,1983-01-19,K,Kawin,PINANG RANTI,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-05-11,150000000.0,96,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
521,5,Administrasi umum,1987-09-27,K,Kawin,UTAN KAYU SELATAN,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-11-19,154000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
522,26,Pengamanan,1989-10-03,K,Kawin,JATIJAJAR,TAPOS,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-07,44000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
523,9,"Pengajar (Guru,Dosen)",1969-03-28,D,Cerai,PULAU TIDUNG,KEPULAUAN SERIBU SELATAN,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-21,121000000.0,27,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
524,37,Pegawai pemerintahan/lembaga negara,1978-01-02,K,Kawin,KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-07,200000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
525,5,Administrasi umum,1957-02-10,K,Kawin,.,.,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2010-04-22,22000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
526,37,Pegawai pemerintahan/lembaga negara,1974-09-17,K,Kawin,RAWAMANGUN,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-27,50000000.0,133,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
527,12,Pelajar/Mahasiswa,1982-06-19,K,Kawin,WARAKAS,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-10-02,180000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
528,37,Pegawai pemerintahan/lembaga negara,1981-08-18,K,Kawin,LARANGAN UTARA,LARANGAN,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2021-12-02,807000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
529,99,Lain-Lain,1971-07-01,K,Kawin,,,TANGERANG SELATAN,BANTEN,Konsumer,KPR,Kredit Pemilikan Rumah,2014-07-25,550000000.0,155,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
530,4,Eksekutif,1970-05-06,K,Kawin,PALMERAH,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-12-02,250000000.0,75,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
531,37,Pegawai pemerintahan/lembaga negara,1989-10-30,K,Kawin,CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-09-08,150000000.0,120,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
532,13,Wiraswasta,1963-07-23,K,Kawin,MALANGJIWAN,COLOMADU,KAB. KARANGANYAR,JAWA TENGAH,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2022-04-25,150000000.0,48,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
533,13,Wiraswasta,1983-10-09,K,Kawin,SUKARAGAM,SERANG BARU,KAB. BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2025-04-29,10000000.0,12,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
534,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1984-08-15,K,Kawin,SUNTER AGUNG,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-10-18,315000000.0,168,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
535,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1976-04-24,K,Kawin,KOJA,KOJA,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-09-07,200000000.0,96,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
536,11,Pensiunan,1961-07-17,K,Kawin,PANINGGILAN UTARA,CILEDUG,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2025-07-02,53000000.0,71,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
537,13,Wiraswasta,1972-11-29,K,Kawin,SUKABUMI SELATAN,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2025-01-21,20000000.0,24,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
538,9,"Pengajar (Guru,Dosen)",1997-03-20,B,Belum Kawin,TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-03-21,50000000.0,24,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
539,37,Pegawai pemerintahan/lembaga negara,1972-06-21,D,Cerai,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-09-23,118000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
540,37,Pegawai pemerintahan/lembaga negara,1996-08-17,B,Belum Kawin,MERDEKA,MEDAN BARU,MEDAN,SUMATERA UTARA,Konsumer,KMG,Kredit Multi Guna,2024-07-18,100000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
541,99,Lain-Lain,1987-06-04,K,Kawin,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-06,24500000.0,10,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
542,37,Pegawai pemerintahan/lembaga negara,1984-12-02,K,Kawin,PULAU PANGGANG,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-03-07,41000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
543,99,Lain-Lain,1991-12-18,K,Kawin,PAGELARAN,CIOMAS,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-12-27,20000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
544,5,Administrasi umum,2001-10-01,B,Belum Kawin,KALI BARU,MEDAN SATRIA,BEKASI,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2024-06-14,179150000.0,192,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
545,4,Eksekutif,1981-01-06,K,Kawin,DUKUH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-03-17,155000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
546,5,Administrasi umum,1969-05-19,K,Kawin,PAJAWANKIDUL,LEBAKWANGI,KAB. KUNINGAN,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-05-08,75000000.0,34,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
547,99,Lain-Lain,1968-08-02,K,Kawin,CEGER,CIPAYUNG,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-10-28,82800000.0,44,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
548,37,Pegawai pemerintahan/lembaga negara,1985-09-18,K,Kawin,CAKUNG BARAT,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-08-10,1314000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
549,9,"Pengajar (Guru,Dosen)",1984-04-09,K,Kawin,PONDOK BAMBU,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-23,465300000.0,234,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
550,9,"Pengajar (Guru,Dosen)",1980-12-23,K,Kawin,CIPINANG BESAR SELATAN,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-11-10,30000000.0,24,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
551,9,"Pengajar (Guru,Dosen)",1986-04-10,K,Kawin,KOTA BAMBU UTARA,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-15,110000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
552,99,Lain-Lain,1981-07-20,K,Kawin,PONDOK BAMBU,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-14,25500000.0,10,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
553,37,Pegawai pemerintahan/lembaga negara,1980-11-26,K,Kawin,PULO GEBANG,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-04-25,313000000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
554,31,"Transportasi darat (masinis, sopir,kondektur)",1998-01-10,B,Belum Kawin,KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-09-01,247000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
555,37,Pegawai pemerintahan/lembaga negara,1997-01-13,K,Kawin,KELAPA DUA WETAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-02-01,1200000000.0,240,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
556,9,"Pengajar (Guru,Dosen)",1967-02-25,K,Kawin,KEBON MANGGIS,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-13,18200000.0,144,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
557,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1990-01-28,K,Kawin,MUNJUL,PALMERAH,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-01-12,950000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
558,37,Pegawai pemerintahan/lembaga negara,1975-08-02,K,Kawin,DESA SUKAHARJA,CIOMAS,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-09-27,157000000.0,72,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
559,9,"Pengajar (Guru,Dosen)",1993-10-10,B,Belum Kawin,DUKUH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-03-15,200000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
560,9,"Pengajar (Guru,Dosen)",1978-04-08,D,Cerai,CEGER,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-03-08,95700000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
561,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1989-08-17,B,Belum Kawin,MONTABARU,WOJA,KAB. DOMPU,NUSA TENGGARA B,Konsumer,KMG,Kredit Multi Guna,2025-05-22,234000000.0,48,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
562,37,Pegawai pemerintahan/lembaga negara,1967-06-05,K,Kawin,KOTA BAMBU UTA,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2012-06-15,110000000.0,96,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
563,9,"Pengajar (Guru,Dosen)",1980-03-24,K,Kawin,PASIR PUTIH,SAWANGAN,DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-06-20,95000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
564,13,Wiraswasta,1974-08-20,K,Kawin,KUTA BARU,PASARKEMIS,KAB. TANGERANG,BANTEN,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2025-05-28,250000000.0,60,Medium,-,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
565,13,Wiraswasta,1956-01-03,K,Kawin,MEKARJATI,KARAWANG BARAT,KAB. KARAWANG,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-11-29,400000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
566,13,Wiraswasta,1986-08-20,K,Kawin,JATIHARJO,JATIPURO,KAB. KARANGANYAR,JAWA TENGAH,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-03-27,250000000.0,36,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
567,37,Pegawai pemerintahan/lembaga negara,1989-08-05,K,Kawin,CIRACAS,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-11-08,550000000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
568,99,Lain-Lain,1993-05-17,B,Belum Kawin,CIPTAMARGA,JAYAKERTA,KAB. KARAWANG,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-04-14,82000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
569,37,Pegawai pemerintahan/lembaga negara,1980-02-03,K,Kawin,PEGADUNGAN,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-07-30,100000000.0,48,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
570,13,Wiraswasta,1992-10-15,K,Kawin,NUSAJAYA,KARAWACI,TANGERANG,BANTEN,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-04-04,400000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
571,36,Pejabat negara/penyelenggara negara,1985-08-09,K,Kawin,CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-05-18,405000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
572,99,Lain-Lain,1974-09-28,K,Kawin,PISANGAN TIMUR,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-16,96000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
573,37,Pegawai pemerintahan/lembaga negara,1968-03-01,D,Cerai,SERDANG,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-31,25000000.0,10,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
574,37,Pegawai pemerintahan/lembaga negara,1976-01-21,K,Kawin,PENGADEGAN,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-09-05,267317000.0,112,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
575,37,Pegawai pemerintahan/lembaga negara,1982-04-25,K,Kawin,JELAMBAR,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-08-13,200000000.0,168,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
576,31,"Transportasi darat (masinis, sopir,kondektur)",1981-11-23,D,Cerai,BATU AMPAR,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-10-21,118000000.0,120,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
577,9,"Pengajar (Guru,Dosen)",1980-03-02,K,Kawin,BATU AMPAR,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-07-28,198000000.0,60,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
578,99,Lain-Lain,1982-02-20,D,Cerai,JATIBENING BARU,PONDOK GEDE,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-06-12,115000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
579,9,"Pengajar (Guru,Dosen)",1970-01-06,D,Cerai,JATINEGARA KAUM,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-12-09,192000000.0,83,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
580,37,Pegawai pemerintahan/lembaga negara,1989-10-18,B,Belum Kawin,JATIREJO,LENDAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-12-23,241129000.0,240,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
581,37,Pegawai pemerintahan/lembaga negara,1972-10-24,K,Kawin,HARAPAN MULYA,KEMAYORAN,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-05-19,395875314.0,110,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
582,13,Wiraswasta,1970-08-17,K,Kawin,SUSUKAN,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-12-30,200000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
583,37,Pegawai pemerintahan/lembaga negara,1990-12-01,K,Kawin,SRENGSENG SAWAH,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-13,105000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
584,37,Pegawai pemerintahan/lembaga negara,1970-03-16,K,Kawin,CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-08-08,73000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
585,11,Pensiunan,1960-03-28,K,Kawin,BATU AMPAR,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-09-14,137000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
586,13,Wiraswasta,1963-11-18,K,Kawin,PORIS PLAWAD INDAH,CIPONDOH,KOTA TANGERANG,BANTEN,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-04-13,200000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
587,13,Wiraswasta,1971-06-08,K,Kawin,KALIABANG TENGAH,BEKASI UTARA,BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-03-14,500000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
588,9,"Pengajar (Guru,Dosen)",1980-08-19,K,Kawin,MALAKA SARI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-16,179000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
589,12,Pelajar/Mahasiswa,1972-04-15,K,Kawin,RANGKAPANJAYA BARU,PANCORAN MAS,KOTA DEPOK,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2015-03-19,450000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
590,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1979-12-23,K,Kawin,CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-02-06,50000000.0,36,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
591,37,Pegawai pemerintahan/lembaga negara,1975-05-19,K,Kawin,PESANGGRAHAN,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-28,25000000.0,36,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
592,99,Lain-Lain,1973-07-25,K,Kawin,PINANG RANTI,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2025-05-26,100000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,2,Dalam Perhatian Khusus
593,37,Pegawai pemerintahan/lembaga negara,1959-10-25,D,Cerai,DARU,JAMBE,KAB. TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2015-06-22,75000000.0,48,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
594,37,Pegawai pemerintahan/lembaga negara,1977-06-11,K,Kawin,KADUMANGU,BABAKAN MADANG,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-03,252000000.0,151,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
595,37,Pegawai pemerintahan/lembaga negara,1987-11-29,K,Kawin,CIRACAS,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-25,355000000.0,84,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
596,9,"Pengajar (Guru,Dosen)",1983-08-05,K,Kawin,WARAKAS,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-10-06,135000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
597,37,Pegawai pemerintahan/lembaga negara,1980-08-01,K,Kawin,CAKUNG BARAT,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2024-12-19,1100000000.0,144,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
598,9,"Pengajar (Guru,Dosen)",1995-02-06,K,Kawin,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-07-05,31000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
599,37,Pegawai pemerintahan/lembaga negara,1994-07-03,K,Kawin,JAKA MULYA,BEKASI SELATAN,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-11-23,224000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
600,26,Pengamanan,1983-12-25,K,Kawin,CINANGKA,SAWANGAN,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-10-06,140000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
601,21,"Perhotelan & restoran (Koki,Bartender, dsb)",1975-07-15,K,Kawin,,,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-01-27,300000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
602,37,Pegawai pemerintahan/lembaga negara,1992-06-06,K,Kawin,BOJONG NANGKA,GUNUNG PUTRI,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-07-05,69000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
603,31,"Transportasi darat (masinis, sopir,kondektur)",1998-04-07,K,Kawin,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-11-15,303600000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
604,5,Administrasi umum,1989-01-27,K,Kawin,PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-10-14,237000000.0,84,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
605,37,Pegawai pemerintahan/lembaga negara,1973-06-16,K,Kawin,BABELAN KOTA,BABELAN,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-02-26,299000000.0,72,High,-,Sesuai,Tidak,Lolos,Waiting Approval,5,Macet
606,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1989-07-06,K,Kawin,PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-22,251000000.0,60,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
607,9,"Pengajar (Guru,Dosen)",1975-01-28,D,Cerai,HALIM PERDANA KUSUMAH,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-12-20,255300000.0,120,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
608,99,Lain-Lain,1979-11-30,K,Kawin,CIBUBUR,CIRACAS,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-06-12,50000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
609,9,"Pengajar (Guru,Dosen)",1977-03-28,K,Kawin,TEGAL ALUR,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-01-26,370900000.0,180,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
610,5,Administrasi umum,1984-08-03,K,Kawin,CILEBUT BARAT,SUKARAJA,KAB. BOGOR,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2014-05-28,444600000.0,93,Medium,-,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
611,13,Wiraswasta,1971-09-26,K,Kawin,JAKA MULYA,BEKASI SELATAN,KOTA BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2022-04-25,100000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
