Pekerjaan,Status Pernikahan,Produk,Sub Produk,Plafond,Jangka Waktu,Hasil Prescreening SLIK,Hasil Prescreening SIPKUR,Hasil Prescreening Dukcapil,Hasil Prescreening DHNBI,Hasil Prescreening,Status Aplikasi,Kolektabilitas,Usia
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,41000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,38
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,20000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
Administrasi umum,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,179150000.0,192,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,23
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,155000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,75000000.0,34,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,55
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,82800000.0,44,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,54
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1314000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,465300000.0,234,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,40
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,30000000.0,24,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,43
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,110000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,38
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,25500000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,313000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
"Transportasi darat (masinis, sopir,kondektur)",Belum Kawin,Konsumer,Kredit Multi Guna,247000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,25
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1200000000.0,240,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,26
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,18200000.0,144,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,58
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,950000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,33
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,157000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,200000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,27
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,95700000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,45
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Belum Kawin,Konsumer,Kredit Multi Guna,234000000.0,48,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,36
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,110000000.0,96,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,45
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,95000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Wiraswasta,Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,250000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,51
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,400000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,68
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,250000000.0,36,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,38
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,550000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,82000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,28
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,48,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,45
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,400000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,31
Pejabat negara/penyelenggara negara,Kawin,Konsumer,Kredit Multi Guna,405000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,96000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,48
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,25000000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,57
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,267317000.0,112,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,200000000.0,168,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
"Transportasi darat (masinis, sopir,kondektur)",Cerai,Konsumer,Kredit Multi Guna,118000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,198000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,45
Lain-Lain,Cerai,Konsumer,Kredit Multi Guna,115000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,192000000.0,83,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,53
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,241129000.0,240,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,33
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,395875314.0,110,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,48
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,54
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,105000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,73000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,137000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,62
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,59
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,179000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Pelajar/Mahasiswa,Kawin,Konsumer,Kredit Pemilikan Rumah,450000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,50000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,25000000.0,36,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,50
Lain-Lain,Kawin,Mikro,Mikro Kredit Usaha Rakyat,100000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,52
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,75000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,56
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,252000000.0,151,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,45
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,355000000.0,84,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,35
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,135000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,40
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Pemilikan Rumah,1100000000.0,144,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,31000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,27
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,224000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,27
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,140000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
"Perhotelan & restoran (Koki,Bartender, dsb)",Kawin,Konsumer,Kredit Multi Guna,300000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,46
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,69000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,31
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,303600000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,26
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,237000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,299000000.0,72,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,51
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,251000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,36
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,255300000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,50000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,370900000.0,180,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,45
Administrasi umum,Kawin,Konsumer,Kredit Pemilikan Rumah,444600000.0,93,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,30
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,100000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,51
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,220000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,84500000.0,42,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,56
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,371100000.0,240,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,35
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,692000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,240000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,32
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,54000000.0,24,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,250000000.0,31,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,55
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,150000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,29
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,157000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,103200000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,50
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,13800000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,37
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1092000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,162000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,53
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,110000000.0,125,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,50000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,61
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,32000000.0,75,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,52
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,95400000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,27
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,190000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,150000000.0,96,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,231000000.0,83,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,240000000.0,168,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,34965000.0,24,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,210000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,54
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,150000000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,236267156.0,178,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,35
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,36,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,54
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Pemilikan Rumah,295000000.0,156,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,564000000.0,72,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,52
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,142000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,52
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,186000000.0,108,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,47
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,273000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,43
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,110000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,61
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,139000000.0,38,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,46
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,30000000.0,33,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,53
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,350000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,30
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,230000000.0,181,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,345700000.0,216,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,120000000.0,132,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,41000000.0,55,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,53
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,340000000.0,180,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,41
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,184000000.0,114,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,60
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,141000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Lain-Lain,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,35
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,60000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,40
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,255100000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,144000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,24500000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,44000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,33
Lain-Lain,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,179000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,25
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,421000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,397000000.0,128,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,32
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,100000000.0,42,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,58
Pejabat negara/penyelenggara negara,Kawin,Konsumer,Kredit Multi Guna,520000000.0,36,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Cerai,Konsumer,Kredit Pemilikan Rumah,165000000.0,60,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,145000000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,56
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,344000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,50000000.0,51,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,46
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,170000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,50
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,15000000.0,9,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,32
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,113000000.0,52,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,54
Teknologi informasi,Kawin,Konsumer,Kredit Pemilikan Rumah,900000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,313000000.0,58,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,53
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,300000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,42
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,273000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,330300000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,120000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,32
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1125000000.0,226,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,39
"Transportasi darat (masinis, sopir,kondektur)",Belum Kawin,Konsumer,Kredit Multi Guna,22500000.0,120,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,41
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,Medium,Terdaftar KUR,Sesuai,Tidak,Lolos,Lolos Bersyarat,Lancar,50
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,279400000.0,110,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,49
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,260000000.0,132,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,613000000.0,125,Medium,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,400000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,35
